date,product_id,product_name,category,sales_quantity,price,stock_quantity,promo,holiday,supplier_delay_days,product_icon,base_demand,seasonality_type,shelf_life_days,supplier_name,region
2025-01-13,40,Банани 1 кг,Фрукти та овочі,24,64.41,38,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-14,40,Банани 1 кг,Фрукти та овочі,18,63.8,20,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-15,40,Банани 1 кг,Фрукти та овочі,20,63.92,0,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-16,40,Банани 1 кг,Фрукти та овочі,0,64.5,0,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-17,40,Банани 1 кг,Фрукти та овочі,14,64.64,187,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-18,40,Банани 1 кг,Фрукти та овочі,52,64.47,135,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-19,40,Банани 1 кг,Фрукти та овочі,41,64.07,94,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-20,40,Банани 1 кг,Фрукти та овочі,37,64.25,57,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-21,40,Банани 1 кг,Фрукти та овочі,22,58.11,35,1,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-22,40,Банани 1 кг,Фрукти та овочі,11,56.39,24,1,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-23,40,Банани 1 кг,Фрукти та овочі,13,64.73,11,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-24,40,Банани 1 кг,Фрукти та овочі,8,64.51,127,0,0,2,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-25,40,Банани 1 кг,Фрукти та овочі,46,64.72,81,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-26,40,Банани 1 кг,Фрукти та овочі,15,63.87,66,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-27,40,Банани 1 кг,Фрукти та овочі,16,64.59,50,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-28,40,Банани 1 кг,Фрукти та овочі,18,63.89,32,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-29,40,Банани 1 кг,Фрукти та овочі,20,63.7,12,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-30,40,Банани 1 кг,Фрукти та овочі,12,63.67,0,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-01-31,40,Банани 1 кг,Фрукти та овочі,16,64.65,151,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-01,40,Банани 1 кг,Фрукти та овочі,44,55.85,107,1,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-02,40,Банани 1 кг,Фрукти та овочі,44,63.66,63,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-03,40,Банани 1 кг,Фрукти та овочі,10,64.44,53,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-04,40,Банани 1 кг,Фрукти та овочі,16,63.51,37,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-05,40,Банани 1 кг,Фрукти та овочі,16,64.44,21,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-06,40,Банани 1 кг,Фрукти та овочі,15,63.79,6,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-07,40,Банани 1 кг,Фрукти та овочі,18,64.22,189,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-08,40,Банани 1 кг,Фрукти та овочі,43,63.42,146,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-09,40,Банани 1 кг,Фрукти та овочі,43,64.38,103,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-10,40,Банани 1 кг,Фрукти та овочі,43,63.98,60,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-11,40,Банани 1 кг,Фрукти та овочі,18,63.9,42,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-12,40,Банани 1 кг,Фрукти та овочі,17,55.4,25,1,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-13,40,Банани 1 кг,Фрукти та овочі,21,57.33,4,1,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-14,40,Банани 1 кг,Фрукти та овочі,18,63.89,182,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-15,40,Банани 1 кг,Фрукти та овочі,49,63.75,133,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-16,40,Банани 1 кг,Фрукти та овочі,52,59.16,81,1,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-17,40,Банани 1 кг,Фрукти та овочі,13,64.6,68,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-18,40,Банани 1 кг,Фрукти та овочі,20,63.42,48,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-19,40,Банани 1 кг,Фрукти та овочі,14,64.07,34,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-20,40,Банани 1 кг,Фрукти та овочі,13,64.51,21,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-21,40,Банани 1 кг,Фрукти та овочі,15,64.35,205,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-22,40,Банани 1 кг,Фрукти та овочі,42,63.53,163,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-23,40,Банани 1 кг,Фрукти та овочі,35,64.22,128,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-24,40,Банани 1 кг,Фрукти та овочі,35,63.76,93,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-25,40,Банани 1 кг,Фрукти та овочі,13,58.79,80,1,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-26,40,Банани 1 кг,Фрукти та овочі,12,63.38,68,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-27,40,Банани 1 кг,Фрукти та овочі,16,63.34,52,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-02-28,40,Банани 1 кг,Фрукти та овочі,14,63.79,198,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-01,40,Банани 1 кг,Фрукти та овочі,45,64.3,153,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-02,40,Банани 1 кг,Фрукти та овочі,46,63.87,107,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-03,40,Банани 1 кг,Фрукти та овочі,43,63.71,64,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-04,40,Банани 1 кг,Фрукти та овочі,8,63.3,56,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-05,40,Банани 1 кг,Фрукти та овочі,18,64.05,38,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-06,40,Банани 1 кг,Фрукти та овочі,21,63.4,17,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-07,40,Банани 1 кг,Фрукти та овочі,20,57.97,177,1,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-08,40,Банани 1 кг,Фрукти та овочі,49,63.99,128,0,1,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-09,40,Банани 1 кг,Фрукти та овочі,41,64.02,87,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-10,40,Банани 1 кг,Фрукти та овочі,18,63.78,69,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-11,40,Банани 1 кг,Фрукти та овочі,4,63.46,65,0,0,2,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-12,40,Банани 1 кг,Фрукти та овочі,16,56.55,49,1,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-13,40,Банани 1 кг,Фрукти та овочі,12,64.16,37,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-14,40,Банани 1 кг,Фрукти та овочі,20,63.92,195,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-15,40,Банани 1 кг,Фрукти та овочі,40,63.67,155,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-16,40,Банани 1 кг,Фрукти та овочі,30,64.14,125,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-17,40,Банани 1 кг,Фрукти та овочі,35,64.41,90,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-18,40,Банани 1 кг,Фрукти та овочі,10,63.68,80,0,0,2,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-19,40,Банани 1 кг,Фрукти та овочі,13,64.4,67,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-20,40,Банани 1 кг,Фрукти та овочі,17,58.06,50,1,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-21,40,Банани 1 кг,Фрукти та овочі,15,63.52,232,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-22,40,Банани 1 кг,Фрукти та овочі,36,64.14,196,0,0,2,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-23,40,Банани 1 кг,Фрукти та овочі,40,63.35,156,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-24,40,Банани 1 кг,Фрукти та овочі,39,63.2,117,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-25,40,Банани 1 кг,Фрукти та овочі,39,63.28,78,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-26,40,Банани 1 кг,Фрукти та овочі,12,63.74,66,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-27,40,Банани 1 кг,Фрукти та овочі,16,63.65,50,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-28,40,Банани 1 кг,Фрукти та овочі,16,63.62,194,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-29,40,Банани 1 кг,Фрукти та овочі,40,63.27,154,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-30,40,Банани 1 кг,Фрукти та овочі,47,58.1,107,1,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-03-31,40,Банани 1 кг,Фрукти та овочі,43,63.26,64,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-01,40,Банани 1 кг,Фрукти та овочі,13,64.28,51,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-02,40,Банани 1 кг,Фрукти та овочі,21,58.07,30,1,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-03,40,Банани 1 кг,Фрукти та овочі,19,63.74,11,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-04,40,Банани 1 кг,Фрукти та овочі,17,64.57,128,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-05,40,Банани 1 кг,Фрукти та овочі,34,63.84,94,0,0,3,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-06,40,Банани 1 кг,Фрукти та овочі,43,64.24,51,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-07,40,Банани 1 кг,Фрукти та овочі,17,65.01,34,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-08,40,Банани 1 кг,Фрукти та овочі,15,63.97,19,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-09,40,Банани 1 кг,Фрукти та овочі,8,64.33,11,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-10,40,Банани 1 кг,Фрукти та овочі,11,64.57,0,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-11,40,Банани 1 кг,Фрукти та овочі,15,64.16,116,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-12,40,Банани 1 кг,Фрукти та овочі,49,64.0,67,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-13,40,Банани 1 кг,Фрукти та овочі,17,63.91,50,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-14,40,Банани 1 кг,Фрукти та овочі,17,64.05,33,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-15,40,Банани 1 кг,Фрукти та овочі,16,63.89,17,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-16,40,Банани 1 кг,Фрукти та овочі,10,64.31,7,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-17,40,Банани 1 кг,Фрукти та овочі,3,64.01,4,0,0,2,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-18,40,Банани 1 кг,Фрукти та овочі,16,64.27,185,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-19,40,Банани 1 кг,Фрукти та овочі,39,64.22,146,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-20,40,Банани 1 кг,Фрукти та овочі,54,63.8,92,0,1,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-21,40,Банани 1 кг,Фрукти та овочі,18,64.62,74,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-22,40,Банани 1 кг,Фрукти та овочі,16,64.46,58,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-23,40,Банани 1 кг,Фрукти та овочі,13,64.49,45,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-24,40,Банани 1 кг,Фрукти та овочі,14,63.95,31,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-25,40,Банани 1 кг,Фрукти та овочі,10,63.9,188,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-26,40,Банани 1 кг,Фрукти та овочі,42,64.85,146,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-27,40,Банани 1 кг,Фрукти та овочі,45,64.32,101,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-28,40,Банани 1 кг,Фрукти та овочі,34,64.29,67,0,0,1,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-29,40,Банани 1 кг,Фрукти та овочі,19,59.71,48,1,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2025-04-30,40,Банани 1 кг,Фрукти та овочі,20,64.41,28,0,0,0,🍎,39,harvest,10,Fresh Produce UA,Вінниця
2024-05-01,41,Картопля 1 кг,Фрукти та овочі,29,29.45,476,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-02,41,Картопля 1 кг,Фрукти та овочі,33,29.11,443,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-03,41,Картопля 1 кг,Фрукти та овочі,30,29.4,597,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-04,41,Картопля 1 кг,Фрукти та овочі,40,28.9,557,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-05,41,Картопля 1 кг,Фрукти та овочі,35,25.91,522,1,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-06,41,Картопля 1 кг,Фрукти та овочі,31,29.16,491,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-07,41,Картопля 1 кг,Фрукти та овочі,39,29.43,452,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-08,41,Картопля 1 кг,Фрукти та овочі,32,29.24,420,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-09,41,Картопля 1 кг,Фрукти та овочі,30,29.42,390,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-10,41,Картопля 1 кг,Фрукти та овочі,39,28.98,518,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-11,41,Картопля 1 кг,Фрукти та овочі,40,29.35,478,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-12,41,Картопля 1 кг,Фрукти та овочі,35,28.96,443,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-13,41,Картопля 1 кг,Фрукти та овочі,27,29.21,416,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-14,41,Картопля 1 кг,Фрукти та овочі,35,29.43,381,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-15,41,Картопля 1 кг,Фрукти та овочі,39,28.96,342,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-16,41,Картопля 1 кг,Фрукти та овочі,27,29.07,315,0,0,2,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-17,41,Картопля 1 кг,Фрукти та овочі,32,28.94,426,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-18,41,Картопля 1 кг,Фрукти та овочі,39,29.41,387,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-19,41,Картопля 1 кг,Фрукти та овочі,44,29.14,343,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-20,41,Картопля 1 кг,Фрукти та овочі,32,29.18,311,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-21,41,Картопля 1 кг,Фрукти та овочі,32,29.02,279,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-22,41,Картопля 1 кг,Фрукти та овочі,37,25.33,242,1,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-23,41,Картопля 1 кг,Фрукти та овочі,32,28.91,210,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-24,41,Картопля 1 кг,Фрукти та овочі,30,29.34,303,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-25,41,Картопля 1 кг,Фрукти та овочі,36,29.45,267,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-26,41,Картопля 1 кг,Фрукти та овочі,41,29.18,226,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-27,41,Картопля 1 кг,Фрукти та овочі,35,29.23,191,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-28,41,Картопля 1 кг,Фрукти та овочі,30,29.1,161,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-29,41,Картопля 1 кг,Фрукти та овочі,37,29.18,124,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-30,41,Картопля 1 кг,Фрукти та овочі,29,29.24,95,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-05-31,41,Картопля 1 кг,Фрукти та овочі,32,28.95,237,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-01,41,Картопля 1 кг,Фрукти та овочі,35,29.18,202,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-02,41,Картопля 1 кг,Фрукти та овочі,35,29.71,167,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-03,41,Картопля 1 кг,Фрукти та овочі,30,29.35,137,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-04,41,Картопля 1 кг,Фрукти та овочі,34,29.38,103,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-05,41,Картопля 1 кг,Фрукти та овочі,35,29.7,68,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-06,41,Картопля 1 кг,Фрукти та овочі,16,29.42,52,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-07,41,Картопля 1 кг,Фрукти та овочі,13,29.58,155,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-08,41,Картопля 1 кг,Фрукти та овочі,38,29.73,117,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-09,41,Картопля 1 кг,Фрукти та овочі,34,29.3,83,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-10,41,Картопля 1 кг,Фрукти та овочі,39,29.67,44,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-11,41,Картопля 1 кг,Фрукти та овочі,9,29.58,35,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-12,41,Картопля 1 кг,Фрукти та овочі,12,29.23,23,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-13,41,Картопля 1 кг,Фрукти та овочі,18,25.44,5,1,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-14,41,Картопля 1 кг,Фрукти та овочі,12,29.56,135,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-15,41,Картопля 1 кг,Фрукти та овочі,38,29.55,97,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-16,41,Картопля 1 кг,Фрукти та овочі,39,29.3,58,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-17,41,Картопля 1 кг,Фрукти та овочі,13,29.44,45,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-18,41,Картопля 1 кг,Фрукти та овочі,13,29.46,32,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-19,41,Картопля 1 кг,Фрукти та овочі,10,29.3,22,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-20,41,Картопля 1 кг,Фрукти та овочі,13,29.57,9,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-21,41,Картопля 1 кг,Фрукти та овочі,14,29.38,151,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-22,41,Картопля 1 кг,Фрукти та овочі,39,29.27,112,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-23,41,Картопля 1 кг,Фрукти та овочі,39,26.74,73,1,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-24,41,Картопля 1 кг,Фрукти та овочі,16,29.56,57,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-25,41,Картопля 1 кг,Фрукти та овочі,13,29.6,44,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-26,41,Картопля 1 кг,Фрукти та овочі,16,29.47,28,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-27,41,Картопля 1 кг,Фрукти та овочі,14,29.25,14,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-28,41,Картопля 1 кг,Фрукти та овочі,17,29.49,163,0,1,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-29,41,Картопля 1 кг,Фрукти та овочі,39,29.49,124,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-06-30,41,Картопля 1 кг,Фрукти та овочі,37,29.23,87,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-01,41,Картопля 1 кг,Фрукти та овочі,36,29.6,51,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-02,41,Картопля 1 кг,Фрукти та овочі,19,29.61,32,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-03,41,Картопля 1 кг,Фрукти та овочі,15,29.92,17,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-04,41,Картопля 1 кг,Фрукти та овочі,17,29.67,0,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-05,41,Картопля 1 кг,Фрукти та овочі,16,29.85,150,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-06,41,Картопля 1 кг,Фрукти та овочі,49,29.51,101,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-07,41,Картопля 1 кг,Фрукти та овочі,36,29.84,65,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-08,41,Картопля 1 кг,Фрукти та овочі,14,29.62,51,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-09,41,Картопля 1 кг,Фрукти та овочі,20,29.45,31,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-10,41,Картопля 1 кг,Фрукти та овочі,20,29.9,11,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-11,41,Картопля 1 кг,Фрукти та овочі,11,29.73,0,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-12,41,Картопля 1 кг,Фрукти та овочі,19,26.83,109,1,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-13,41,Картопля 1 кг,Фрукти та овочі,37,29.78,72,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-14,41,Картопля 1 кг,Фрукти та овочі,14,29.6,58,0,0,2,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-15,41,Картопля 1 кг,Фрукти та овочі,16,29.6,42,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-16,41,Картопля 1 кг,Фрукти та овочі,17,25.65,25,1,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-17,41,Картопля 1 кг,Фрукти та овочі,19,29.51,6,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-18,41,Картопля 1 кг,Фрукти та овочі,6,29.62,0,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-19,41,Картопля 1 кг,Фрукти та овочі,16,29.47,131,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-20,41,Картопля 1 кг,Фрукти та овочі,36,29.77,95,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-21,41,Картопля 1 кг,Фрукти та овочі,44,29.79,51,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-22,41,Картопля 1 кг,Фрукти та овочі,23,29.58,28,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-23,41,Картопля 1 кг,Фрукти та овочі,14,29.65,14,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-24,41,Картопля 1 кг,Фрукти та овочі,14,29.44,0,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-25,41,Картопля 1 кг,Фрукти та овочі,0,29.72,0,0,0,1,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-26,41,Картопля 1 кг,Фрукти та овочі,13,29.92,140,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-27,41,Картопля 1 кг,Фрукти та овочі,42,29.55,98,0,0,0,🍎,34,harvest,45,Fresh Produce UA,Вінниця
2024-07-28,41,Картопля 1 кг,Фрукти та овочі,38,29.8,60,0,0,2,🍎,34,harvest,45,Fresh Produce UA,Вінниця
